game_id;result;moves;board
55;draw;11-15,22-17,15-19,24x15,10x19,23x16,12x19,25-22,8-11,30-25,4-8,22-18,9-13,18-14,13x22,25x18,8-12,29-25,11-16,27-23,6-9,31-27,9-13,25-22,16-20,23x16,12x19,27-24,20x27,32x23x16,7-10,14x7,2x11x20,18-15,3-7,22-18,7-10,15x6,1x10,18-14,10x17,21x14,13-17,26-23,17-22,23-18,22-26;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
56;black_win;11-15,22-17,15-19,24x15,10x19,23x16,12x19,26-22,8-12,27-24,7-10,24x15,10x19,22-18,4-8,30-26,12-16,32-27,8-12,18-15,3-8,17-13,9-14,25-22,14-18,21-17,18x25,29x22,2-7,27-23,5-9,22-18,7-10,17-14,10x17,26-22,17x26,31x22,19x26,15-10,6x15,13x6,1x10,18x11x4,10-14,4-8,26-30,8-11,16-20,11-15,30-26;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
57;draw;11-15,23-19,9-14,22-17,6-9,17-13,2-6,25-22,8-11,29-25,4-8,24-20,15x24,28x19,11-15,27-24,14-17,21x14,9x18,26-23,18x27,32x23,10-14,19x10,6x15,13-9,14-17,22x13,5x14,25-22,1-6,23-19,7-10,30-25,14-17,25-21,17x26,31x22,8-11,21-17,3-8,17-14,10x17x26,19x10x1,12-16,1-6,26-30,6-10,16-19,24x15,11x18,20-16,18-22,10-15,8-12,15-19,22-25,16-11,30-26;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
58;white_win;11-15,23-19,8-11,22-17,11-16,24-20,15x24,20x11,7x16,27x20x11,3-7,25-22,7x16,22-18,9-14,18x9,5x14,29-25,4-8,32-27,8-11,25-22,11-15,17-13,16-19,27-24,12-16,21-17,14x21,24-20,1-5,20x11,19-24,28x19,15x24,11-8,24-28,8-4,28-32,31-27,32x23,26x19,10-14,22-17,14-18,4-8,18-23,8-11,23-27,19-16,6-10,16-12,27-31,12-8,31-27,8-3,27-24,3-8,5-9,13x6,2x9,17-13,9-14,11-7,24-19,8-11,19-24,11-16,24-27,16-19,27-32,13-9,32-27;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
59;white_win;11-15,23-19,8-11,22-17,9-13,17-14,10x17,21x14,15-18,24-20,4-8,26-23,13-17,31-26,17-21,25-22,18x25,29x22,6-9,22-17,9x18,23x14,21-25,30x21,11-16,20x11x4,3-8,4x11,7x16x23x30,14-9,5x14,17x10,12-16,27-24,30-26,24-20,16-19,32-27,26-22,27-24,19-23,24-19,22-18,19-16,18-15,10-7,2x11,16x7,15-19,7-3,23-26,3-8,26-31,8-12,31-27,20-16,27-24,21-17,1-6,17-13,6-10,13-9,10-14,9-6,14-18,6-2,18-22,2-7,22-26,16-11;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
60;black_win;11-15,23-19,9-14,22-17,6-9,17-13,2-6,25-22,8-11,29-25,4-8,24-20,15x24,28x19,11-15,27-24,14-17,21x14,9x18,26-23,18x27,32x23,10-14,19x10,6x15,13-9,14-18,23x14,7-11,31-26,3-7,22-17,12-16,14-10,7x14x21,24-19,15x24,25-22,5x14,22-18,14x23,26x19x12x3,11-15,3-7,15-19,7-10,19-23,10-14,24-27,14-17,27-31,17-22,23-27;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
61;draw;11-15,23-19,9-14,22-17,5-9,17-13,14-18,19-16,12x19,26-23,19x26,30x23x14x5,15-18,25-22,18x25,29x22,10-14,22-18,14x23,27x18,8-11,32-27,11-16,31-26,16-20,24-19,4-8,19-16,8-12,27-23,12x19,23x16,3-8,26-23,8-12,23-19,20-24,18-15,24-27,15-11,27-32,11-8,32-27,8-3,27-23,3x10,6x15x24,28x19,23-27,21-17,27-24,19-15,12x19,13-9,19-23,15-10,24-19,17-13,19-16,9-6,2x9,13x6,16-11,6-2,11-8,2-7,8-3,7-11,23-27,11-15,27-32,15-18,32-28,10-6,1x10,5-1;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
62;draw;11-15,23-19,9-14,22-17,5-9,17-13,14-18,19-16,12x19,26-23,19x26,30x23x14x5,15-18,25-22,18x25,29x22,10-14,22-18,14x23,27x18,8-11,31-26,7-10,32-27,4-8,26-23,10-15,18-14,15-18,14-10,6x15,23x14,15-19,24x15,11x18,27-24,18-23,24-19,23-27,19-15,27-31,21-17,31-27,15-10,27-23,14-9,23-18,10-6,1x10,9-6,2x9,13x6,10-15,6-2,15-19,5-1,18-15,17-14,15-11,1-6,19-23,6-10,23-27,14-9,8-12,9-6,12-16,6-1,16-19,1-6,3-8,10-7,11-16,6-10,27-32,7-3,8-12,3-8,16-20,8-11,19-23,10-15,32-27,15-10,23-26,11-7,26-31,10-14,12-16,14-9,16-19;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
63;draw;11-15,23-19,8-11,22-17,11-16,24-20,15x24,20x11,7x16,27x20x11,3-7,28-24,7x16,24-20,16-19,25-22,4-8,26-23,19x26,30x23,9-14,17-13,10-15,22-17,15-18,17x10,18x27,32x23,6x15,29-25,5-9,13x6,1x10,31-27,15-19,23x16,12x19,20-16,10-14,16-12,8-11,12-8,14-18,8-3,11-16,3-8,16-20,8-11,19-24,11-15,24x31,15x22,20-24,21-17,2-7,17-14;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
64;draw;11-15,23-19,8-11,22-17,9-14,25-22,11-16,24-20,16x23,27x18x11,7x16,20x11,3-7,28-24,7x16,24-20,16-19,29-25,4-8,26-23,19x26,30x23,8-11,23-19,11-15,32-28,15x24,28x19,5-9,17-13,10-15,19x10,6x15,13x6,1x10,22-17,2-7,17-13,15-18,13-9,14-17,21x14,10x17,25-21,17-22,9-6,7-10,6-2,10-15,2-7,22-26,31x22,18x25,7-10,15-19,10-15,19-24,21-17,24-28,17-14;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
65;black_win;11-15,23-19,9-14,22-17,5-9,17-13,14-18,19-16,12x19,26-23,19x26,30x23x14x5,15-18,25-22,18x25,29x22,10-14,22-18,14x23,27x18,8-11,31-26,4-8,32-27,7-10,21-17,8-12,18-14,10-15,14-9,15-18,17-14,11-16,14-10,6x15,26-23,16-20,23x14,2-7,14-10,7x14,9-6,1x10,5-1,12-16,1-6,16-19,6-2,14-18,2-7,19-23,7x14,23x32,14x23;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
66;white_win;11-15,23-19,9-14,22-17,5-9,17-13,14-18,19-16,12x19,26-23,19x26,30x23x14x5,15-18,25-22,18x25,29x22,10-14,22-18,14x23,27x18,8-11,32-27,11-16,27-23,16-20,24-19,4-8,19-16,8-11,16-12,6-10,21-17,2-6,18-14,10-15,14-9,6-10,9-6,10-14,17x10,7x14,6-2,11-16,28-24,20x27,31x24,15-18,24-20,18x27,20x11,27-31,11-7,3x10,2-6;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
67;draw;11-15,23-19,9-14,22-17,5-9,17-13,14-18,19-16,12x19,26-23,19x26,30x23x14x5,15-18,21-17,8-11,31-26,4-8,24-20,11-15,26-23,10-14,17x10,7x14,25-21,8-12,28-24,15-19,24x15,6-9,13x6,1x10x19x26,5-1,26-31,32-28,31x24,28x19,18-23,1-5,14-18,29-25,23-26,21-17,26-30,25-21,30-26,19-15,18-22,15-10,26-23,17-13,22-26,21-17,23-19,17-14;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
68;draw;11-15,22-18,15x22,25x18,10-15,18x11,8x15,24-19,15x24,28x19,9-14,29-25,4-8,25-22,8-11,27-24,6-10,22-18,1-6,18x9,5x14,24-20,11-15,32-28,15x24,28x19,7-11,19-16,12x19,23x16x7,2x11,26-22,6-9,22-17,9-13,30-26,13x22,26x17,14-18,17-13,18-23,13-9,10-15,9-6,15-18,6-2,11-15,2-6,23-26,31x22,18x25;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
69;draw;11-15,23-19,9-14,22-17,5-9,17-13,14-18,19-16,12x19,26-23,19x26,30x23x14x5,15-18,25-22,18x25,29x22,10-14,22-18,14x23,27x18,8-11,31-26,4-8,24-20,7-10,28-24,10-15,26-22,8-12,32-27,12-16,27-23,3-8,21-17,8-12,13-9,6x13,17-14,2-6,14-10,13-17,22x13,15x22,10-7,11-15,20x11,15-19,23x16,12x19x28,7-2,6-10,2-7,10-15,7-10,15-19;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
70;draw;11-15,23-19,9-14,22-17,5-9,17-13,14-18,19-16,12x19,26-23,19x26,30x23x14x5,15-18,25-22,18x25,29x22,10-14,22-18,14x23,27x18,8-11,32-27,11-16,31-26,16-20,24-19,4-8,19-16,8-11,21-17,6-10,26-22,10-15,28-24,15-19,24x15x8,3x12x19,18-15,2-6,22-18,19-24,18-14,24x31,14-9,7-10,9x2,10x19,17-14,19-23,14-10,23-26,2-7,26-30,10-6,1x10;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
71;draw;11-15,23-19,9-14,22-17,5-9,17-13,14-18,19-16,12x19,26-23,19x26,30x23x14x5,15-18,25-22,18x25,29x22,10-14,22-18,14x23,27x18,8-11,31-26,7-10,32-27,4-8,27-23,8-12,21-17,12-16,26-22,16-20,24-19,20-24,19-16,11x20,28x19,20-24,18-14,24-27,14x7,3x10,23-18,27-31,19-16,31-26,16-12,26-23,18-14,10-15,14-9,23-18,17-14,18x25,14-10,15-19;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
72;black_win;11-15,23-19,9-14,22-17,5-9,17-13,14-18,19-16,12x19,26-23,19x26,30x23x14x5,15-18,25-22,18x25,29x22,10-14,22-18,14x23,27x18,8-11,32-27,11-16,27-23,16-20,24-19,4-8,19-16,8-11,16-12,7-10,31-27,10-15,18-14,11-16,28-24,15-18,24-19,18-22,14-9,22-26,19-15,26-31,23-18,31x24,15-11,24-19,11-7,3x10,18-15,10-14,15-11,19-15,12-8,15-10,8-3,20-24,11-7,2x11,9x2,16-20,3-8,11-15,2-6,24-28,8-11,14-18,21-17,28-32,6-9,18-23,11x18x27,32x23,9-6,10-7,6-2,7-3,17-14,23-18,14-10,18-15,2-6,15-11,6-9,20-24,9-14,11-15,14-9,15x6,9x2,24-27,13-9,27-31,9-6;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
73;white_win;11-15,23-19,9-14,22-17,5-9,17-13,14-18,19-16,12x19,26-23,19x26,30x23x14x5,15-18,25-22,18x25,29x22,10-14,22-18,14x23,27x18,8-11,32-27,11-16,31-26,16-20,24-19,4-8,19-16,8-11,21-17,6-10,26-22,10-15,28-24,15-19,24x15x8,3x12x19,18-14,19-24,27-23,24-27,23-19,20-24,22-18,27-31,19-15,31-26,14-9,26-22,18-14,22-25,15-10,7-11,10-6,1x10,14x7,25-22,7-3,11-15,5-1,15-19,1-5,19-23,9-6,2x9,5x14;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
74;draw;11-15,23-19,9-14,22-17,7-11,25-22,11-16,26-23,16-20,30-26,2-7,23-18,14x23x30,19-16,12x19,31-26,30x23,27x18x11x2,20x27,32x23x16,6-9,16-12,8-11,2-6,11-15,6x13,1-6,28-24,15-18,22x15,10x19x28,17-14,4-8,29-25,8-11,25-22,6-10,14x7,3x10,12-8,10-15,8-3,11-16,3-7,15-19,7-11,16-20,11-16,19-23,16-19,23-26,19-23,26-30,22-17,28-32,17-14,20-24,14-10,24-27,23-18,27-31,10-7,30-26,18-22,26x17,13x22,5-9,21-17,9-13;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
75;draw;11-15,23-19,8-11,22-17,11-16,24-20,16x23,27x18x11,7x16,20x11,3-7,25-22,7x16,22-18,9-14,18x9,6x13x22,26x17,5-9,28-24,4-8,30-26,10-15,24-20,8-11,29-25,16-19,32-28,2-6,17-13,9-14,31-27,6-10,27-24,1-6,25-22,14-18,22-17,18-22,17-14,10x17,21x14,22x31,14-10,31-27,10x1,19-23,13-9,23-26,1-6,11-16,20x11,27x20,9-5,26-31,5-1,15-19,11-7,19-23,7-2,23-26,2-7,26-30,7-11,12-16,6-10;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
76;draw;11-15,23-19,9-14,22-17,7-11,25-22,11-16,26-23,5-9,17-13,3-7,22-17,1-5,29-25,8-11,31-26,4-8,25-22,16-20,23-18,14x23,27x18,20x27,32x23,15x24,28x19,11-16,17-14,10x17,21x14,16-20,19-15,7-11,23-19,20-24,14-10,9-14,18x9,11x18x25,10x1,5x14,30x21,14-18,1-5,24-28,5-9,28-32,9-14,18-23,26-22,23-26,19-15,12-16,15-10,26-31,14-9,31-27,10-6,27-23,9-5,2x9,5x14,16-20,13-9,20-24,9-5,24-27,5-1,27-31,22-17,8-11,17-13,11-16,13-9,31-26,21-17,26-22,17-13,22-18,9-5;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
77;draw;11-15,23-19,8-11,22-17,9-13,17-14,10x17,21x14,15-18,26-23,13-17,19-15,4-8,24-19,6-9,28-24,9-13,25-21,2-6,30-25,17-22,21-17,6-9,24-20,1-6,32-28,12-16,19x12,7-10,14x7,3x10x19x26,12x3,26-30,25-21,11-15,3-7,22-26,31x22,18x25,29x22,6-10,7x14,9x18x25,17-14,30-26,14-10,26-22,27-23,25-30,10-7,30-26,23-19,15x24,28x19,22-18,7-3,18-14,3-7,13-17,19-16,17-22,16-12,22-25,20-16,25-30,12-8,5-9,8-3,14-18,16-12,9-14,12-8,18-22,8-4,14-18,7-11,18-23,3-8,23-27,11-16,27-32,8-12,32-28,4-8;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
78;draw;11-15,23-19,8-11,22-17,9-14,25-22,11-16,24-20,16x23,27x18x11,7x16,20x11,3-7,28-24,7x16,24-19,16x23,26x19,4-8,30-26,8-11,26-23,11-15,32-28,15x24,28x19,5-9,17-13,10-15,19x10,6x15,13x6,1x10,22-17,12-16,29-25,15-18,17-13,18x27,31x24,10-15,24-20,16-19,25-22,14-18,22-17,19-24,17-14,15-19,14-10,18-23,20-16,23-26,16-11,26-30,13-9,24-27,21-17,27-31,17-13;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
79;black_win;11-15,23-19,8-11,22-17,11-16,24-20,16x23,27x18x11,7x16,20x11,3-7,25-22,7x16,22-18,9-14,18x9,6x13x22,26x17,5-9,28-24,4-8,30-26,10-15,24-20,8-11,32-28,2-7,31-27,15-19,27-23,7-10,29-25,11-15,20x11,9-13,23x16,13x22x29,11-7,12x19,7-2,15-18,2-6,10-15,6-10,29-25,26-22,18-23,22-17,23-27,17-14,25-22,14-9,15-18,9-6,19-23,6-2,27-32,2-6,32-27,6-9,23-26,10-15,26-31,15-10,18-23,10-7,22-18,21-17,18-15,17-13,23-26,7-2,15-10,9-5,10-14,2-7,27-23,28-24,31-27,24-20,23-19;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
80;draw;11-15,23-19,8-11,22-17,9-14,25-22,11-16,24-20,16x23,27x18x11,7x16,20x11,3-7,28-24,7x16,24-19,16x23,26x19,4-8,30-26,8-11,26-23,11-15,32-28,15x24,28x19,5-9,17-13,10-15,19x10,6x15,13x6,1x10,22-17,12-16,29-25,15-19,31-26,19-24,26-22,24-27,22-18,16-19,23x16,14x23,17-14,10x17,21x14,23-26,25-21,26-30,21-17,30-26,17-13,26-23,14-9,23-19,16-12,19-15,9-6,2x9,13x6;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
81;draw;11-15,23-19,8-11,22-17,11-16,24-20,16x23,27x18x11,7x16,20x11,3-7,25-22,7x16,22-18,9-14,18x9,6x13x22,26x17,5-9,28-24,4-8,30-26,10-15,24-20,8-11,32-28,2-7,31-27,15-19,27-23,7-10,17-13,9-14,29-25,10-15,25-22,1-6,22-17,6-10,13-9,15-18,9-6,18x27,26-22,27-31,6-2,31-26,2-6,11-15,20x11,14-18,17-14,10x17,22x13,18-22,6-10,15-18,10-15,19-23,11-7,23-27,21-17,27-32,7-3,18-23,17-14,12-16,14-9,23-27,9-5,27-31,5-1,32-27,13-9,16-19,15x24,27x20,9-6,26-23,6-2,22-26;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
82;draw;11-15,23-19,8-11,22-17,9-13,17-14,10x17,21x14,15-18,26-23,13-17,31-26,17-21,25-22,18x25,29x22,11-16,22-17,6-10,19-15,10x19,24x15,4-8,14-10,7x14,17x10,5-9,27-24,9-14,24-20,16-19,23x16,12x19,20-16,8-12,16-11,12-16,32-27,16-20,10-7,3x10,15x6,1x10,27-23,20-24,23x16,24-27,26-22,10-15,22-17,14-18,28-24,27-31,24-20,18-22,11-7,2x11,16x7,31-27,7-2,22-26,30x23,27x18,2-6,15-19,6-9,19-24,17-14,18-23,20-16,21-25,16-12,25-30;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
83;draw;11-15,23-19,9-14,22-17,5-9,26-23,9-13,30-26,13x22,25x18x9,6x13,29-25,1-5,25-22,8-11,22-17,13x22,26x17,5-9,17-14,9x18,23x14,10x17,21x14,15-18,27-23,18x27,32x23,2-6,24-20,7-10,14x7,3x10,31-26,11-15,19-16,12x19,23x16,15-18,16-11,10-14,11-7,14-17,7-2,18-22,2x9,22x31,20-16,31-27,16-11,17-22,11-7,4-8,7-3,8-12,3-7,12-16,7-10,22-26,9-14,26-31;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
84;draw;11-15,23-19,9-14,22-17,7-11,25-22,11-16,26-23,5-9,17-13,3-7,22-17,1-5,29-25,8-11,31-26,4-8,25-22,16-20,23-18,14x23,27x18,20x27,32x23,15x24,28x19,11-16,17-14,10x17,21x14,16-20,19-15,7-11,23-19,2-7,26-23,11-16,22-17,20-24,30-25,24-27,25-21,27-31,14-10,7x14,17x10x1,9-14,18x9,5x14,15-10,31-27,23-18,14x23,19-15,16-20,10-7,12-16,7-3,8-12,15-11,16-19,11-8,20-24,8-4,23-26,13-9,19-23,4-8,26-30,8-11,23-26,21-17,26-31,9-6,24-28,6-2;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
85;draw;11-15,23-19,8-11,22-17,9-13,17-14,10x17,21x14,15-18,26-23,13-17,19-15,4-8,24-19,6-9,28-24,9-13,25-21,2-6,30-25,6-10,15x6,1x10,24-20,11-15,32-28,15x24,28x19,17-22,27-24,18x27,25x18,10x17,21x14,7-11,19-15,27-32,24-19,32-28,14-10,28-24,10-6,3-7,19-16,12x19,6-2,19-23,20-16,11x20,2x11x4,13-17,18-14,17-22,15-10,23-26,10-6,26-30,6-1,24-19,4-8,19-23,1-6,20-24,14-10,24-28,10-7,28-32,7-2,32-28,8-3,30-25,2-7,23-27,31x24,28x19,7-11,19-23,11-7,25-21;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
86;draw;11-15,23-19,9-14,22-17,7-11,25-22,11-16,26-23,16-20,30-26,2-7,23-18,14x23x30,19-16,12x19,31-26,30x23,27x18x11x2,20x27,32x23x16,6-9,16-12,9-13,2-7,10-15,28-24,3x10,12x3,1-6,3-7,6-9,7x14,9x18x25,29x22,5-9,24-20,15-19,20-16,19-23,16-11,23-26,11-7,26-30,7-2,30-25,17-14,9x18,22x15,25-22,15-11,22-18,2-7,13-17;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
87;black_win;11-15,23-19,8-11,22-17,11-16,24-20,15x24,20x11,7x16,27x20x11,3-7,25-22,7x16,22-18,9-14,18x9,6x13x22,26x17,5-9,28-24,4-8,30-26,1-6,24-20,16-19,32-28,9-14,31-27,8-11,27-24,11-15,29-25,14-18,17-14,10x17,21x14,18-23,26-22,23-26,25-21,26-30,22-17,30-26,17-13,26-23,14-10,6-9,13x6,2x9,20-16,23-27,24-20,27-23,10-7,23-18,16-11,19-23,7-2,23-26,2-7,9-13,11-8,26-31,7-10,15-19,20-16,18-15,10-6,31-27,16-11,27-23,6-2,15-10,8-4,10-7,11-8,7-3,2-6,19-24,28x19,23x16,6-10;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
88;white_win;11-15,23-19,9-13,22-18,15x22,25x18,7-11,19-15,10x19,24x15,5-9,29-25,12-16,26-22,16-19,21-17,9-14,17x10,19-24,28x19,13-17,22x13,8-12,15x8,6x15x22x29,27-23,4x11,23-18,2-6,31-27,11-16,18-14,16x23,27x18,1-5,18-15,3-7,32-27,12-16,27-23,16-20,23-19,20-24,15-10;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
89;black_win;11-15,22-17,15-19,24x15,10x19,23x16,12x19,26-22,8-11,17-14,9x18,22x15x8,4x11,30-26,6-10,25-22,2-6,27-23,10-15,23x16,11x20,26-23,5-9,31-27,6-10,23-18,15-19,27-24,20x27,32x23x16,10-14,18-15,7-11,15x8,3x12x19,22-17,14-18,17-14,9-13,14-10,18-23,29-25,23-27,25-22,27-32,10-7,32-27,22-18,19-23,7-2,23-26,2-7,26-31,18-15,31-26,15-11,26-23,11-8,1-6,8-3,6-9,7-11,23-19,3-7,9-14,7-2,14-18,11-7,18-23,7-10,23-26,2-6,27-23,10-14,26-31,14-9,23-18,6-10,31-27,10-6,19-15,6-1,15-10,9-6,10-14,6-2,13-17,1-6,17-22,6-10,14x7,2x11,18-14,11-16,22-26,16-20,26-31,20-16,31-26,16-19,26-22,19-16,22-18,16-20,18-15,20-16,14-10,16-20,15-19,21-17,19-15,17-13,10-6,20-16,15-10,16-20,27-23,28-24,23-19,24x15,10x19;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
90;white_win;11-15,23-19,9-13,22-18,15x22,25x18,10-14,18x9,5x14,27-23,8-11,26-22,6-10,22-18,1-5,18x9,5x14,29-25,11-15,30-26,4-8,25-22,8-11,32-27,3-8,22-17,13x22,26x17,15-18,19-15,10x19x26,31x22x15,11x18,17x10x3,18-22,24-20,22-26,27-24,26-31,20-16,12x19,24x15,8-12,3-8,12-16,15-10,31-26,28-24,16-20,24-19,20-24;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
91;draw;11-15,23-19,8-11,22-17,11-16,24-20,16x23,27x18x11,7x16,20x11,3-7,25-22,7x16,22-18,9-14,18x9,6x13x22,26x17,5-9,28-24,4-8,30-26,10-15,24-20,16-19,32-28,2-6,17-13,8-11,29-25,9-14,31-27,6-10,27-24,1-6,25-22,14-18,22-17,18-22,17-14,10x17,21x14,22x31,14-10,31-27,10x1,11-16,20x11,27x20,11-7,15-18,7-2,18-23,1-6,23-27,13-9,27-32,9-5,19-23,5-1,12-16,1-5,16-19,5-9;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
92;white_win;11-15,23-19,8-11,22-17,3-8,25-22,11-16,26-23,16-20,30-26,8-11,19-16,12x19,23x16,9-13,26-23,5-9,16-12,1-5,12-8,15-18,23x14,9x18x25,29x22,11-15,8-3,6-9,24-19,15x24,28x19,7-11,19-16,11-15,16-11,15-19,3-8,20-24,27x20,19-23,8-12,23-26,12-16,26-30,22-18,13x22,11-7,2x11,16x7x14,22-25,14-10,25-29,18-15,29-25,15-11,9-13,10-15,4-8,11x4,30-26,31x22,25x18x11,32-28,5-9,28-24,9-14,24-19,11-7,4-8,13-17,20-16,7-10,8-11,17-22,16-12;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
93;draw;11-15,23-19,9-14,22-17,5-9,26-23,7-11,17-13,11-16,25-22,3-7,29-25,1-5,22-17,8-11,31-26,4-8,25-22,16-20,23-18,14x23,27x18,20x27,32x23,15x24,28x19,11-16,17-14,10x17,21x14,16-20,19-15,7-11,23-19,20-24,14-10,9-14,18x9,11x18x25,10x1,5x14,30x21,14-18,19-15,2-7,1-5,24-28,5-9,28-32,21-17,32-27,26-23,7-11,23x14,11x18,14-10,8-11,17-14,11-16;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
94;draw;11-15,22-18,15x22,25x18,8-11,29-25,4-8,18-14,10x17,21x14,9x18,23x14,6-10,25-21,10x17,21x14,1-6,30-25,6-10,25-21,10x17,21x14,12-16,27-23,16-19,24x15,11x18x27,32x23,2-6,26-22,6-10,22-17,8-11,31-26,10-15,26-22,11-16,23-18,15-19,17-13,16-20,18-15,3-8,15-10,7-11,10-7,8-12,7-3,11-16,22-18,19-24,28x19,16x23,3-8;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
95;black_win;11-15,22-17,8-11,17-13,4-8,23-19,15-18,24-20,11-15,26-22,15x24,28x19,7-11,22x15,11x18,30-26,9-14,26-22,10-15,19x10,6x15,22-17,2-7,17x10,7x14,13-9,8-11,31-26,12-16,32-28,16-19,27-24,18-23,26-22,23-26,22-17,26-31,17x10,5x14,25-22,31-27,22-17,11-16,20x11,27x20,11-7,20-16,7-2,16-11,2-6,19-24,28x19,15x24,6-2,24-27,10-7,3x10,29-25,14-18,2-6,10-15,6-10,18-22;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
96;black_win;11-15,23-19,8-11,22-17,3-8,25-22,11-16,26-23,7-11,17-13,9-14,24-20,15x24,28x19,11-15,20x11,15x24,27x20,8x15,30-26,4-8,20-16,12x19,23x16,8-11,16x7,2x11,22-17,15-19,29-25,11-16,31-27,14-18,27-23,18x27,32x23,19-24,23-18,24-27,25-22,27-31,18-14,10-15,14-9,5x14,17x10,15-18;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
97;draw;11-15,22-17,8-11,17-13,4-8,23-19,15-18,24-20,11-15,28-24,9-14,26-23,8-11,31-26,6-9,13x6,2x9,26-22,3-8,32-28,1-6,30-26,9-13,19-16,12x19,23x16,13-17,22x13,8-12,24-19,15x24x31,26-22,12x19,22x15x8,14-17,21x14,10x17,25-21,17-22,8-3,7-10,21-17,5-9,3-7,9-14,20-16,14x21,7x14,21-25,14-9,6-10,9-6,10-15,6-10,31-27,10-14,19-23,14-10,15-18,10-15,25-30,16-12,23-26,12-8,18-23,8-4,26-31,4-8,23-26,8-12,27-23,12-16,31-27,13-9,23-18,15-10,26-31,10-14;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
98;draw;11-15,23-19,8-11,22-17,11-16,24-20,16x23,27x18x11,7x16,20x11,3-7,25-22,7x16,22-18,9-14,18x9,6x13x22,26x17,5-9,30-26,10-15,28-24,4-8,24-20,16-19,29-25,8-11,25-22,2-7,32-27,19-24,27-23,15-19,23x16,12x19,17-13,9-14,31-27,24x31,22-17;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
99;draw;11-15,22-17,8-11,17-13,4-8,23-19,15-18,24-20,11-15,28-24,9-14,26-23,8-11,31-26,6-9,13x6,2x9,26-22,3-8,32-28,1-6,30-26,9-13,19-16,12x19,23x16,13-17,22x13,8-12,24-19,15x24x31,26-22,12x19,22x15x8,14-17,21x14,10x17,25-21,17-22,8-3,7-10,3-8,31-26,8-11,19-23,28-24,10-14,24-19,23-27,19-16,27-31,16-12,31-27,12-8,27-23,20-16,23-19,16-12,26-23,8-3,23-18,12-8,22-26,8-4,26-30,4-8,30-26,8-12,19-15,12-8,15-19,8-12,18-22,12-8,22-18,8-12,19-15,12-8,15-10,11-7,6-9,13x6,10x1,8-11,5-9,11-16,26-23,7-11,9-13,3-7,1-6,7-3,6-10,16-12,18-22,12-16,23-26,16-19,26-30,3-8,22-18,19-24,18-23,8-12,14-18,11-16,18-22,16-19,23x16,12x19,22-26,19-23,26-31,24-19,10-14,19-24,13-17,23-18;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
